Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
292;Patrick Berg;NOR;MF;Lens;Ligue 1;2414;2;307;0;0;0
293;Mitchell van Bergen;NED;FWMF;Reims;Ligue 1;2220;11;983;0;1.1;0.46
294;Steven Bergwijn;NED;FWMF;Tottenham;Premier League;2425;4;565;0.48;3.02;1.59
295;Etrit Berisha;ALB;GK;Torino;Serie A;3310;10;900;0;0;0
296;Valon Berisha;KVX;MFFW;Reims;Ligue 1;2913;5;455;0;0.78;0
297;Federico Bernardeschi;ITA;MFFW;Juventus;Serie A;2828;16;1475;0.06;2.07;0.49
298;Paul Bernardoni;FRA;GK;Angers;Ligue 1;2513;13;1170;0;0;0
299;Paul Bernardoni;FRA;GK;Saint-�tienne;Ligue 1;2519;19;1710;0;0;0
300;Juan Bernat;ESP;DF;Paris S-G;Ligue 1;2915;12;958;0;0.09;0.09
301;Dimitry Bertaud;FRA;GK;Montpellier;Ligue 1;2311;9;833;0;0;0
302;Jason Berthomier;FRA;MF;Clermont Foot;Ligue 1;3229;22;1732;0.05;1.2;0.21
303;Nicol� Bertola;ITA;MFDF;Spezia;Serie A;192;0;35;0;2.5;2.5
304;Ryan Bertrand;ENG;DF;Leicester City;Premier League;324;4;337;0;0;0
305;Daniel Bessa;ITA;MFFW;Hellas Verona;Serie A;2924;5;768;0.12;1.18;0.24
306;Beto;GNB;FW;Udinese;Serie A;2428;24;2173;0.46;2.66;1.08
307;Louis Beyer;GER;DF;M'Gladbach;Bundesliga;2217;15;1384;0;0.45;0
308;Bartosz Bialek;POL;FW;Wolfsburg;Bundesliga;2012;1;178;0;3.5;1
309;Giulian Biancone;FRA;DF;Troyes;Ligue 1;2233;26;2292;0.04;1.14;0.31
310;Ermin Bi?ak?i?;BIH;DF;Hoffenheim;Bundesliga;321;0;5;0;0;0
311;Mads Bidstrup;DEN;MF;Brentford;Premier League;214;0;41;0;0;0
312;Pedro Bigas;ESP;DF;Elche;La Liga;3119;19;1551;0.06;0.7;0.17
313;El Bilal Tour�;MLI;FW;Reims;Ligue 1;2021;15;1194;0.15;2.48;0.83
314;Jean-Claude Billong;CMR;DF;Clermont Foot;Ligue 1;2815;10;980;0;0.37;0.09
315;Luis Binks;ENG;DF;Bologna;Serie A;2015;7;646;0;0.28;0
316;Cristiano Biraghi;ITA;DF;Fiorentina;Serie A;2937;37;3153;0.11;1.06;0.49
317;Davide Biraschi;ITA;DF;Genoa;Serie A;2714;11;930;0;0.29;0
318;Tom Bischof;GER;MFFW;Hoffenheim;Bundesliga;161;0;14;0;0;0
319;Yves Bissouma;MLI;MF;Brighton;Premier League;2526;25;2111;0.04;0.89;0.21
320;Nathan Bitu Mazala;FRA;DF;Paris S-G;Ligue 1;191;0;11;0;0;0
321;Marco Bizot;NED;GK;Brest;Ligue 1;3138;38;3420;0;0;0
322;Bjarki Bjarkason;ISL;FW;Venezia;Serie A;221;0;3;0;0;0
323;Blanco;ESP;MF;Real Madrid;La Liga;211;0;31;0;0;0
324;Ludovic Blas;FRA;MFFW;Nantes;Ligue 1;2435;35;2961;0.3;2.58;0.97
325;Danny Blum;GER;FWMF;Bochum;Bundesliga;3113;2;346;0.53;2.89;1.32
326;Myron Boadu;NED;FW;Monaco;Ligue 1;2131;7;960;0.37;1.96;0.75
327;J�r�me Boateng;GER;DF;Lyon;Ligue 1;3324;19;1622;0;0.28;0.17
328;Kevin-Prince Boateng;GHA;MFFW;Hertha BSC;Bundesliga;3518;8;696;0;1.3;0.26
329;Antonin Bobichon;FRA;MFFW;Angers;Ligue 1;264;0;38;0;0;0
330;Herbert Bockhorn;GER;DF;Bochum;Bundesliga;2718;7;850;0;0.74;0.21
331;Jean-Paul Bo�tius;NED;MF;Mainz 05;Bundesliga;2833;19;1800;0.1;1.2;0.4
332;Jeremie Boga;CIV;FWMF;Sassuolo;Serie A;2512;8;670;0;2.03;0.68
333;Jeremie Boga;CIV;FWMF;Atalanta;Serie A;2515;7;764;0;2.47;0.59
334;Luka Bogdan;CRO;DF;Salernitana;Serie A;266;4;399;0;0.45;0
335;Emil Bohinen;NOR;MF;Salernitana;Serie A;2311;8;699;0;0.38;0.38
336;Quentin Boisgard;FRA;MFFW;Lorient;Ligue 1;2525;9;958;0.09;1.51;0.75
337;Charles Boli;FRA;MF;Lens;Ligue 1;234;0;32;0;0;0
338;Willy Boly;CIV;DF;Wolves;Premier League;3110;10;900;0;0.2;0.1
339;Giacomo Bonaventura;ITA;MF;Fiorentina;Serie A;3231;28;2266;0.16;1.79;0.56
340;Federico Bonazzoli;ITA;FWMF;Salernitana;Serie A;2532;19;1866;0.48;2.71;0.97
341;Tarsis Bonga;GER;FW;Bochum;Bundesliga;253;0;17;0;15;5
342;Kevin Bonifazi;ITA;DF;Bologna;Serie A;2622;14;1210;0;0.67;0
343;Solomon Bonnah;NED;DF;RB Leipzig;Bundesliga;181;0;6;0;0;0
344;Leonardo Bonucci;ITA;DF;Juventus;Serie A;3524;22;2005;0.22;0.63;0.13
345;Sebastiaan Bornauw;BEL;DF;Wolfsburg;Bundesliga;2327;23;2007;0.04;0.58;0.18
346;Rafael Borr�;COL;FW;Eint Frankfurt;Bundesliga;2631;28;2378;0.3;1.93;0.91
347;Sven Botman;NED;DF;Lille;Ligue 1;2225;25;2250;0.12;0.6;0.2
348;Denis Bouanga;GAB;FWMF;Saint-�tienne;Ligue 1;2734;28;2436;0.33;3.14;1.18
349;Hicham Boudaoui;ALG;MF;Nice;Ligue 1;2229;21;1621;0.17;0.89;0.28
350;Ryad Boudebouz;ALG;MFFW;Saint-�tienne;Ligue 1;3230;27;2252;0.12;1.08;0.36
351;Sofiane Boufal;MAR;FWMF;Angers;Ligue 1;2829;28;2330;0.31;2.39;0.93
352;Farid Boulaya;ALG;MFFW;Metz;Ligue 1;2924;18;1526;0.24;1.12;0.35
353;Yassine Bounou;MAR;GK;Sevilla;La Liga;3131;31;2790;0;0;0
354;Isma�lben Boura;FRA;DF;Lens;Ligue 1;215;1;95;0;0.91;0
355;Mehdi Bourabia;MAR;MF;Spezia;Serie A;308;2;282;0.32;0.32;0.32
356;Benjamin Bourigeaud;FRA;FWMF;Rennes;Ligue 1;2838;38;3193;0.31;1.52;0.59
357;Redwan Bourles;FRA;MFFW;Lorient;Ligue 1;194;0;16;0;0;0
358;Edoardo Bove;ITA;MFFW;Roma;Serie A;2011;0;68;1.25;1.25;1.25
359;Jarrod Bowen;ENG;FW;West Ham;Premier League;2536;34;2983;0.36;2.42;1
360;Dedryck Boyata;BEL;DF;Hertha BSC;Bundesliga;3123;22;1898;0;0.47;0.09
361;Lucas Boy�;ARG;FW;Elche;La Liga;2624;22;1713;0.37;2.58;0.79
362;Domagoj Bradari?;CRO;DFMF;Lille;Ligue 1;2215;2;417;0;0.22;0
363;Bilal Brahimi;FRA;FWDF;Angers;Ligue 1;229;3;338;0;1.58;0.53
364;Bilal Brahimi;FRA;MFFW;Nice;Ligue 1;2211;2;378;0;0.95;0
365;Martin Braithwaite;DEN;FW;Barcelona;La Liga;304;3;235;0.77;2.69;1.15
366;Julian Brandt;GER;MFFW;Dortmund;Bundesliga;2631;22;2078;0.39;1.47;0.65
367;Jarrad Branthwaite;ENG;DF;Everton;Premier League;196;4;388;0.23;0.7;0.47
368;Darko Bra�anac;SRB;MF;Osasuna;La Liga;3035;27;2405;0.04;0.67;0.19
369;Lilian Brassier;FRA;DF;Brest;Ligue 1;2231;23;2263;0.04;0.44;0.08
370;Claudio Bravo;CHI;GK;Betis;La Liga;3917;17;1456;0;0;0
371;Iker Bravo;ESP;FW;Leverkusen;Bundesliga;171;0;12;0;0;0
372;Fabian Bredlow;GER;GK;Stuttgart;Bundesliga;274;4;360;0;0;0
373;Josip Brekalo;CRO;MF;Wolfsburg;Bundesliga;231;0;21;0;0;0
374;Josip Brekalo;CRO;FWMF;Torino;Serie A;2332;26;2286;0.28;1.73;0.67
375;Gleison Bremer;BRA;DF;Torino;Serie A;2533;33;2890;0.09;0.87;0.31
376;Jimmy Briand;FRA;FWMF;Bordeaux;Ligue 1;3617;1;226;0.8;3.2;0.8
377;Yan Brice Eteki;CMR;MF;Granada;La Liga;2412;2;343;0;0.53;0
378;Brian Brobbey;NED;FW;RB Leipzig;Bundesliga;209;1;131;0;2.67;0
379;Armando Broja;ALB;FW;Southampton;Premier League;2032;21;1975;0.27;2.19;0.87
380;Dylan Bronn;TUN;DF;Metz;Ligue 1;2630;28;2545;0.04;0.53;0.25
381;John Brooks;USA;DF;Wolfsburg;Bundesliga;2931;29;2615;0.03;0.41;0.07
382;Daniel Brosinski;GER;DF;Mainz 05;Bundesliga;3311;4;390;0;0.23;0
383;Josh Brownhill;ENG;MF;Burnley;Premier League;2635;32;2955;0.06;0.88;0.27
384;Marcelo Brozovi?;CRO;MF;Inter;Serie A;2935;35;2937;0.06;0.98;0.4
385;C�dric Brunner;SUI;DF;Arminia;Bundesliga;2827;26;2183;0;0.41;0
386;Lewis Brunt;ENG;MF;Leicester City;Premier League;211;0;24;0;0;0
387;Jacob Bruun Larsen;DEN;FWMF;Hoffenheim;Bundesliga;2325;9;812;0.44;2;0.78
388;Bryan;ESP;MFFW;Valencia;La Liga;2113;9;753;0;1.31;0.24
389;Bryan;ESP;FWMF;Tottenham;Premier League;219;0;94;0;1;1
390;Ante Budimir;CRO;FW;Osasuna;La Liga;3028;20;1738;0.41;2.28;0.93
391;Emi Buend�a;ARG;FWMF;Aston Villa;Premier League;2535;22;1899;0.19;2.09;0.66
392;Osman Bukari;GHA;FWMF;Nantes;Ligue 1;2324;10;1012;0.18;1.79;0.8
393;Aleksander Buksa;POL;FW;Genoa;Serie A;194;0;63;0;0;0
394;Alessandro Buongiorno;ITA;DF;Torino;Serie A;2223;12;1181;0;0.38;0.08
395;Sascha Burchert;GER;GK;Greuther F�rth;Bundesliga;3214;14;1260;0;0;0
396;Delano Burgzorg;NED;FW;Mainz 05;Bundesliga;233;0;27;3.33;6.67;3.33
397;Jonathan Burkardt;GER;FWMF;Mainz 05;Bundesliga;2134;32;2611;0.38;2.66;1.14
398;Roman B�rki;SUI;GK;Dortmund;Bundesliga;311;1;90;0;0;0
399;Dan Burn;ENG;DF;Brighton;Premier League;3013;12;1022;0.09;0.61;0.26
400;Dan Burn;ENG;DF;Newcastle Utd;Premier League;3016;16;1440;0;0.69;0.06
401;Maxime Busi;BEL;DF;Reims;Ligue 1;2218;13;1296;0.07;0.42;0.14
402;Gianluca Busio;USA;MF;Venezia;Serie A;2029;23;1950;0.05;0.65;0.23
403;Oriol Busquets;ESP;MF;Clermont Foot;Ligue 1;239;2;201;0;0.45;0
404;Sergio Busquets;ESP;MF;Barcelona;La Liga;3336;36;3198;0.06;0.39;0.11
405;Jack Butland;ENG;GK;Crystal Palace;Premier League;299;8;765;0;0;0
406;Adri�n Butzke;ESP;FW;Granada;La Liga;231;0;1;0;0;0
407;Marcin Bu?ka;POL;GK;Nice;Ligue 1;221;1;90;0;0;0
408;Jamie Bynoe-Gittens;ENG;FW;Dortmund;Bundesliga;174;1;134;0;0.67;0.67
409;Sam Byram;ENG;DF;Norwich City;Premier League;2815;11;1027;0;0.61;0.09
410;Erick Cabaco;URU;DF;Getafe;La Liga;2710;5;403;0;0.44;0
411;Willy Caballero;ARG;GK;Southampton;Premier League;402;2;180;0;0;0
412;R�my Cabella;FRA;MFFW;Montpellier;Ligue 1;325;3;313;0;0.57;0
413;Jimmy Cabot;FRA;DF;Angers;Ligue 1;2824;24;2008;0;0.49;0.13
414;Jovane Cabral;CPV;FW;Lazio;Serie A;233;2;190;0.48;2.86;0.48
415;Leandro Cabrera;URU;DF;Espanyol;La Liga;3037;37;3330;0.05;0.46;0.16
416;Liberato Cacace;NZL;DF;Empoli;Serie A;2110;5;466;0;0.19;0
417;Mart�n C�ceres;URU;DF;Cagliari;Serie A;3514;9;832;0.11;0.76;0.11
418;Mart�n C�ceres;URU;DF;Levante;La Liga;3510;9;663;0;0;0
419;Anthony Caci;FRA;DF;Strasbourg;Ligue 1;2437;26;2395;0.04;0.56;0.19
420;Mathieu Cafaro;FRA;FWMF;Reims;Ligue 1;254;3;192;0;2.86;1.43
421;Yannick Cahuzac;FRA;MF;Lens;Ligue 1;3717;6;618;0;0.14;0
422;Felipe Caicedo;ECU;FW;Genoa;Serie A;339;1;284;0.31;3.75;0.94
423;Felipe Caicedo;ECU;FW;Inter;Serie A;333;0;23;0;0;0
424;Mois�s Caicedo;ECU;MF;Brighton;Premier League;208;8;660;0.14;1.37;0.55
425;Marc-Aur�le Caillard;FRA;GK;Metz;Ligue 1;2819;17;1542;0;0;0
426;Jens Cajuste;SWE;MF;Reims;Ligue 1;228;4;364;0.5;2;1.25
427;Cala;ESP;DF;C�diz;La Liga;3214;10;947;0;0.48;0
428;Davide Calabria;ITA;DF;Milan;Serie A;2526;24;2119;0.09;1.53;0.34
429;Riccardo Calafiori;ITA;DF;Genoa;Serie A;203;1;82;0;1.11;0
430;Riccardo Calafiori;ITA;DF;Roma;Serie A;206;2;174;0;0;0
431;Mattia Caldara;ITA;DF;Venezia;Serie A;2831;30;2704;0.03;0.53;0.23
432;Calder�n;ESP;DF;Betis;La Liga;221;0;65;0;0;0
433;Fernando Calero;ESP;DF;Espanyol;La Liga;2616;13;1090;0;0.08;0
434;Duje ?aleta-Car;CRO;DF;Marseille;Ligue 1;2526;24;2057;0.09;0.52;0.17
435;Hakan �alhano�lu;TUR;MF;Inter;Serie A;2834;33;2480;0.25;2.28;0.54
436;Daniel Caligiuri;ITA;DFMF;Augsburg;Bundesliga;3428;24;2004;0.18;1.52;0.49
437;Jos� Callej�n;ESP;FW;Fiorentina;Serie A;3530;16;1298;0.07;1.18;0.42
438;Lucas Calodat;FRA;DF;Saint-�tienne;Ligue 1;201;0;4;0;0;0
439;Dominic Calvert-Lewin;ENG;FW;Everton;Premier League;2517;15;1283;0.35;2.1;0.77
440;Mahdi Camara;FRA;MFDF;Saint-�tienne;Ligue 1;2335;34;3073;0.09;0.85;0.44
441;Mamadou Camara;FRA;FW;Troyes;Ligue 1;213;0;40;0;2.5;2.5
442;V�ctor Camarasa;ESP;MFFW;Betis;La Liga;287;0;108;0;0.83;0
443;Eduardo Camavinga;FRA;MF;Rennes;Ligue 1;194;1;143;0;0;0
444;Eduardo Camavinga;FRA;MF;Real Madrid;La Liga;1925;12;1191;0.15;0.91;0.38
445;Andrea Cambiaso;ITA;DF;Genoa;Serie A;2226;21;1790;0.05;0.65;0.25
446;Jos� Campa�a;ESP;MF;Levante;La Liga;2820;16;1422;0.13;0.76;0.32
447;Chem Campbell;WAL;MF;Wolves;Premier League;191;0;13;0;0;0
448;Emre Can;GER;DFMF;Dortmund;Bundesliga;2824;19;1690;0.27;0.32;0.11
449;Sergio Canales;ESP;FWMF;Betis;La Liga;3134;33;2791;0.16;1.77;0.74
450;Matteo Cancellieri;ITA;MFDF;Hellas Verona;Serie A;2012;1;227;0.4;1.6;0.4
451;Jo�o Cancelo;POR;DF;Manchester City;Premier League;2836;36;3227;0.03;2.26;0.64
452;Fali Cand�;GNB;DF;Metz;Ligue 1;2411;11;973;0;0.56;0.19
453;Antonio Candreva;ITA;MFFW;Sampdoria;Serie A;3536;36;3119;0.2;2.07;0.58
454;Sergi Can�s;ESP;DF;Brentford;Premier League;2531;25;2083;0.13;1.43;0.52
455;�lex Cantero;ESP;FWMF;Levante;La Liga;2125;4;610;0;2.35;0.74
456;Todd Cantwell;ENG;FWMF;Norwich City;Premier League;248;5;441;0;0.82;0
457;Ander Capa;ESP;DF;Athletic Club;La Liga;301;0;4;0;1;0
458;Pierrick Capelle;FRA;MFDF;Angers;Ligue 1;3530;12;1193;0;1.28;0.08
459;Leonardo Capezzi;ITA;MF;Salernitana;Serie A;275;2;175;0;0;0
460;�tienne Capoue;FRA;MF;Villarreal;La Liga;3330;26;2290;0.04;0.55;0.2
461;Gianluca Caprari;ITA;FWMF;Hellas Verona;Serie A;2835;33;2739;0.39;2.14;0.86
462;Francesco Caputo;ITA;FW;Sassuolo;Serie A;342;2;156;0;2.35;0
463;Francesco Caputo;ITA;FW;Sampdoria;Serie A;3436;31;2790;0.35;1.74;0.9
464;Maxence Caqueret;FRA;MF;Lyon;Ligue 1;2231;26;2335;0;0.58;0.08
465;Andrea Carboni;ITA;DF;Cagliari;Serie A;2130;25;2215;0;0.41;0
466;Isaac Carcelen;ESP;DFMF;C�diz;La Liga;2925;17;1544;0;0.7;0.23
467;C�rdenas;ESP;GK;Levante;La Liga;2524;24;2160;0;0;0
468;Irvin Cardona;FRA;FWMF;Brest;Ligue 1;2432;13;1334;0.27;1.89;0.81
469;Igor Carioca;BRA;DF;Lorient;Ligue 1;2528;17;1578;0;0.8;0.34
470;Carlo;ESP;MF;Villarreal;La Liga;211;0;7;0;0;0
471;Diego Carlos;BRA;DF;Sevilla;La Liga;2934;34;2957;0.09;0.88;0.3
472;Carmona;ESP;DF;Sevilla;La Liga;201;0;24;0;0;0
473;Yannick Carrasco;BEL;DFMF;Atl�tico Madrid;La Liga;2834;28;2583;0.21;1.71;0.35
474;Guido Carrillo;ARG;FW;Elche;La Liga;3129;11;1168;0.15;1.85;0.77
475;Dani Carvajal;ESP;DF;Real Madrid;La Liga;3024;17;1551;0.06;0.58;0.12
476;William Carvalho;POR;MF;Betis;La Liga;3033;20;1805;0.1;1.64;0.5
477;Nicol� Casale;ITA;DF;Hellas Verona;Serie A;2436;30;2586;0;0.38;0
478;Casemiro;BRA;MF;Real Madrid;La Liga;3032;31;2569;0.04;1.44;0.32
479;Matty Cash;POL;DF;Aston Villa;Premier League;2438;38;3377;0.11;0.96;0.35
480;Kiko Casilla;ESP;GK;Elche;La Liga;3514;14;1260;0;0;0
481;Moreto Cassam�;GNB;MF;Reims;Ligue 1;2417;11;801;0.22;1.24;0.79
482;Francesco Cassata;ITA;MF;Genoa;Serie A;241;0;7;0;0;0
483;Timothy Castagne;BEL;DF;Leicester City;Premier League;2627;22;2127;0.04;0.3;0.13
484;Koen Casteels;BEL;GK;Wolfsburg;Bundesliga;2928;28;2520;0;0;0
485;Jean-Charles Castelletto;CMR;DF;Nantes;Ligue 1;2728;28;2510;0.04;0.57;0.14
486;Samu Castillejo;ESP;FWMF;Milan;Serie A;275;1;125;0;1.43;0
487;Gonzalo Castro;GER;MFFW;Arminia;Bundesliga;3412;4;436;0.21;1.67;0.42
488;Jonny Castro;ESP;DF;Wolves;Premier League;2813;10;1024;0.18;0.88;0.44
489;Gaetano Castrovilli;ITA;MF;Fiorentina;Serie A;2523;16;1391;0.06;1.03;0.13
490;Danilo Cataldi;ITA;MF;Lazio;Serie A;2732;19;1707;0.05;0.63;0.21
491;Catena;ESP;DF;Rayo Vallecano;La Liga;2736;36;3240;0.06;0.61;0.17
492;Craig Cathcart;NIR;DF;Watford;Premier League;3331;27;2396;0;0.11;0
493;Edinson Cavani;URU;FW;Manchester Utd;Premier League;3515;7;766;0.24;2.12;0.71
494;Dani Ceballos;ESP;MF;Real Madrid;La Liga;2511;2;276;0;3.23;0.97
495;Pietro Ceccaroni;ITA;DF;Venezia;Serie A;2635;35;3122;0.06;0.55;0.17
496;Federico Ceccherini;ITA;DF;Hellas Verona;Serie A;3034;29;2358;0.04;0.42;0.08
497;Emil Ceide;NOR;FWDF;Sassuolo;Serie A;206;0;53;0;0;0
498;Zeki �elik;TUR;DF;Lille;Ligue 1;2532;30;2696;0.07;0.77;0.1
499;Fabien Centonze;FRA;DF;Metz;Ligue 1;2619;18;1586;0.23;0.85;0.4
500;Luca Ceppitelli;ITA;DF;Cagliari;Serie A;3224;16;1445;0.06;0.43;0.06
501;Franco Cervi;ARG;MF;Celta Vigo;La Liga;2833;21;1801;0.2;1.15;0.4
502;Leonardo C�sar Jardim;BRA;GK;Lille;Ligue 1;2717;17;1530;0;0;0
503;Damir Ceter;COL;FW;Cagliari;Serie A;241;0;6;0;0;0
504;Julian Chabot;GER;DF;Sampdoria;Serie A;2411;4;490;0;0.56;0.19
505;Julian Chabot;GER;DF;K�ln;Bundesliga;244;2;209;0;0;0
506;El Chadaille Bitshiabu;FRA;DF;Paris S-G;Ligue 1;171;0;5;0;0;0
507;Nassim Chadli;FRA;MFDF;Troyes;Ligue 1;208;1;96;0;1.82;0
508;Kayky Chagas;BRA;FW;Manchester City;Premier League;181;0;7;0;0;0
509;Mehdi Chahiri;MAR;MF;Strasbourg;Ligue 1;251;0;16;0;0;0
510;Trevoh Chalobah;ENG;DF;Chelsea;Premier League;2220;17;1449;0.19;0.56;0.43
511;Calum Chambers;ENG;DF;Aston Villa;Premier League;2711;9;831;0.11;0.33;0.11
512;Calum Chambers;ENG;DF;Arsenal;Premier League;272;2;170;0;1.05;0
513;Dylan Chambost;FRA;MFFW;Troyes;Ligue 1;2419;9;753;0;1.19;0.12
514;Timothy Chandler;USA;DF;Eint Frankfurt;Bundesliga;3217;15;1212;0;0.96;0.22
515;Chapela;ESP;MFFW;C�diz;La Liga;239;4;398;0;0.68;0
516;Brendan Chardonnet;FRA;DF;Brest;Ligue 1;2732;31;2686;0.1;0.44;0.2
517;Xavier Chavalerin;FRA;MFDF;Reims;Ligue 1;313;2;220;0;1.25;0
518;Xavier Chavalerin;FRA;MFFW;Troyes;Ligue 1;3134;31;2717;0.17;1.09;0.36
519;Justin Che;USA;DFMF;Hoffenheim;Bundesliga;182;0;41;0;2;0
520;Chema;ESP;MF;Getafe;La Liga;301;1;45;0;2;0
521;Rayan Cherki;FRA;FWMF;Lyon;Ligue 1;1816;3;440;0;2.86;0.61
522;Denis Cheryshev;RUS;MF;Valencia;La Liga;3117;5;563;0;1.75;0.63
523;Daniel Chesters;ENG;MF;West Ham;Premier League;201;0;1;0;0;0
524;Giorgio Chiellini;ITA;DF;Juventus;Serie A;3721;16;1354;0;0.27;0
525;Federico Chiesa;ITA;MFFW;Juventus;Serie A;2414;11;863;0.21;2.92;0.94
526;Ben Chilwell;ENG;DF;Chelsea;Premier League;257;6;542;0.5;2.17;1
527;Chiquinho;POR;DFMF;Wolves;Premier League;228;1;208;0;2.17;0.87
528;Vlad Chiriche?;ROU;DF;Sassuolo;Serie A;3229;27;2300;0;0.35;0.08
529;Pedro Chirivella;ESP;MF;Nantes;Ligue 1;2531;31;2637;0.1;0.72;0.2
530;Joris Chotard;FRA;MF;Montpellier;Ligue 1;2036;33;2935;0.03;0.58;0.12
531;Hamza Choudhury;ENG;DFMF;Leicester City;Premier League;246;4;285;0;0.31;0
532;Andreas Christensen;DEN;DF;Chelsea;Premier League;2619;17;1496;0;0.3;0
533;Max Christiansen;GER;MF;Greuther F�rth;Bundesliga;2527;22;2054;0;0.44;0.04
534;Carney Chukwuemeka;ENG;MFFW;Aston Villa;Premier League;1812;2;301;0;1.21;0.3
535;Samuel Chukwueze;NGA;MF;Villarreal;La Liga;2327;12;1333;0.2;2.3;0.47
536;V�ctor Chust;ESP;DF;C�diz;La Liga;2225;20;1830;0;0.44;0.1
537;Riccardo Ciervo;ITA;MFDF;Sampdoria;Serie A;2010;1;227;0;1.2;0.4
538;Jasper Cillessen;NED;GK;Valencia;La Liga;3317;17;1457;0;0;0
539;Path� Ciss;SEN;MF;Rayo Vallecano;La Liga;2831;11;1097;0.16;1.64;0.41
540;Moustapha Ciss�;GUI;FW;Atalanta;Serie A;183;0;38;2.5;7.5;2.5
541;Giorgio Cittadini;ITA;DF;Atalanta;Serie A;202;0;4;0;0;0
542;Ciaran Clark;IRL;DF;Newcastle Utd;Premier League;3213;12;1014;0;0.62;0.09
543;Alexis Claude-Maurice;FRA;MF;Nice;Ligue 1;2310;0;209;0;3.04;0.43
544;Jonathan Clauss;FRA;DF;Lens;Ligue 1;2937;35;3046;0.15;1.24;0.5
545;Carlos Clerc;ESP;DF;Levante;La Liga;3019;18;1514;0;0.12;0
546;Tom Cleverley;ENG;MF;Watford;Premier League;3228;20;1616;0;0.72;0.39
547;Nathaniel Clyne;ENG;DF;Crystal Palace;Premier League;3116;15;1351;0;0.2;0.13
548;Conor Coady;ENG;DF;Wolves;Premier League;2938;38;3361;0.11;0.32;0.11
549;Marcus Coco;FRA;FWDF;Nantes;Ligue 1;2524;9;930;0.1;1.07;0.19
550;Coke;ESP;DF;Levante;La Liga;356;1;118;0.77;0.77;0.77
551;S�amus Coleman;IRL;DF;Everton;Premier League;3330;30;2656;0.03;0.27;0.03
552;�lex Collado;ESP;MFFW;Granada;La Liga;2317;13;1020;0.18;1.5;0.71
553;Ebrima Colley;GAM;FWMF;Spezia;Serie A;2211;3;394;0;2.73;1.14
554;Omar Colley;GAM;DF;Sampdoria;Serie A;2932;31;2745;0;0.36;0.03
555;Nathan Collins;IRL;DF;Burnley;Premier League;2119;18;1670;0.11;0.81;0.27
556;Kingsley Coman;FRA;FWDF;Bayern Munich;Bundesliga;2521;16;1359;0.4;3.05;1.32
557;Eray C�mert;SUI;DF;Valencia;La Liga;248;5;408;0;0.67;0.22
558;Santi Comesa�a;ESP;MF;Rayo Vallecano;La Liga;2535;32;2682;0.03;1.14;0.17
559;Diego Conde;ESP;GK;Getafe;La Liga;231;0;6;0;0;0
560;Aaron Connolly;IRL;FW;Brighton;Premier League;224;1;156;0;1.18;0
561;Andrea Consigli;ITA;GK;Sassuolo;Serie A;3537;37;3322;0;0;0
562;Abdu Cont�;POR;DF;Troyes;Ligue 1;2417;17;1347;0;0.33;0.07
563;Andrea Conti;ITA;DF;Milan;Serie A;281;0;13;0;0;0
564;Andrea Conti;ITA;DFMF;Sampdoria;Serie A;287;2;234;0.38;1.54;0.38
565;Liam Cooper;SCO;DF;Leeds United;Premier League;3021;21;1814;0;0.25;0.05
566;Lucas Copado;GER;FW;Bayern Munich;Bundesliga;181;0;16;0;5;0
567;Diego Coppola;ITA;DF;Hellas Verona;Serie A;184;3;249;0;0.36;0
568;Francis Coquelin;FRA;MF;Villarreal;La Liga;3120;8;830;0.22;0.54;0.22
569;S�bastien Corchia;FRA;DF;Nantes;Ligue 1;3128;13;1324;0;0.75;0.2
570;Sergio C�rdova;VEN;FWMF;Augsburg;Bundesliga;2413;2;328;0;1.94;0.28
571;Jack Cork;ENG;MF;Burnley;Premier League;3220;20;1670;0.05;0.38;0.05
572;Maxwel Cornet;CIV;FWMF;Burnley;Premier League;2526;21;1766;0.46;2.35;1.12
573;Maxwel Cornet;CIV;DFMF;Lyon;Ligue 1;251;1;63;0;0;0
574;Jes�s Corona;MEX;FWDF;Sevilla;La Liga;2918;12;1157;0.16;0.93;0.31
575;�ngel Correa;ARG;FWMF;Atl�tico Madrid;La Liga;2736;21;1856;0.58;2.43;1.07
576;Joaqu�n Correa;ARG;FW;Inter;Serie A;2726;12;1025;0.53;3.07;1.4
577;Thierry Correia;POR;DF;Valencia;La Liga;2319;18;1414;0;0.19;0.06
578;Danny da Costa;GER;DF;Eint Frankfurt;Bundesliga;2811;7;725;0;0.25;0
579;David Pereira da Costa;POR;MFFW;Lens;Ligue 1;2133;16;1464;0.18;1.6;0.55
580;H�lder Costa;ANG;MFFW;Valencia;La Liga;2822;13;1118;0;0.73;0.16
581;H�lder Costa;ANG;MF;Leeds United;Premier League;281;0;22;0;5;0
582;Jaume Costa;ESP;DF;Mallorca;La Liga;3425;21;1828;0;0.49;0.1
583;Beno�t Costil;FRA;GK;Bordeaux;Ligue 1;3425;25;2250;0;0;0
584;Vladim�r Coufal;CZE;DF;West Ham;Premier League;2928;25;2209;0;0.45;0.16
585;Kalifa Coulibaly;MLI;FW;Nantes;Ligue 1;3021;9;850;0.53;2.87;1.17
586;Lassana Coulibaly;MLI;MF;Salernitana;Serie A;2631;29;2332;0;0.85;0.27
